Video ID,Video Title,Channel Name,Category,Category ID,Upload Date,Upload Time,Likes,Views,Comments,Duration (Seconds)
j-3MiFJWmf0,How would RuPaul describe his home?,Architectural Digest,Entertainment,24,2023-06-09,16:00:12,1216,31873,18,15
N1TTiLx5IPc,Inside a Breathtaking Desert Mansion That Looks Like A Fossil | Unique Spaces | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-09,16:00:02,74442,3077730,2264,881
DBnSTMu20ls,Sarah Paulson's design style in 3 emojis,Architectural Digest,Entertainment,24,2023-06-07,16:00:07,900,32822,22,19
AhW3jlg7NQw,3 Interior Designers Transform The Same Galley Kitchen | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-06,16:00:13,7741,331461,432,1111
zxJ-RGk7puQ,Wiz Khalifa will not be held responsible for his recording hard drives,Architectural Digest,Entertainment,24,2023-06-05,16:00:05,691,25906,13,25
LenMwFDkFaQ,RuPaul's dining pavilion is like stepping into an Elizabeth Taylor movie,Architectural Digest,Entertainment,24,2023-06-02,16:00:16,1374,33026,17,32
fYSfG_6Sv5g,Architect Breaks Down Why All American Diners Look Like That | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-01,16:00:19,37020,1364188,1026,628
1Xj-WsSw2p0,"""I have a major velvet problem"" Never too much velvet for Chloe Fineman",Architectural Digest,Entertainment,24,2023-05-31,16:00:03,993,37615,13,16
gYx81V6M1iE,Michael Imperioli has been 'borrowing' this book since 1985,Architectural Digest,Entertainment,24,2023-05-29,16:00:11,818,29234,13,25
3LE5C-bIzyU,Debby Ryan's white couch is the ultimate sign of adulthood,Architectural Digest,Entertainment,24,2023-05-26,16:00:08,935,42881,12,21
8_tgMqnX-o8,Architect Breaks Down 5 of the Most Common Los Angeles Homes | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-25,16:00:18,17679,604932,495,864
Q9qcAs18mHM,"""I have an erotic relationship with brick"" Chloe Fineman loves her home's original features",Architectural Digest,Entertainment,24,2023-05-24,16:01:06,1155,41730,47,33
bsksENEr5CU,RuPaul owns the mother of all drag rooms,Architectural Digest,Entertainment,24,2023-05-22,16:01:06,2020,54330,42,46
AWMCo4ugmoY,Chloe Fineman absolutely smashes her AD intro!,Architectural Digest,Entertainment,24,2023-05-19,16:00:11,1014,47152,11,30
qNthtD7KmiA,Inside SNL Star Chloe Fineman’s Paris-Inspired New York Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-18,16:17:02,19758,977085,896,641
n6mpJnEZfBA,RuPaul's Fabulous Beverly Hills Mansion in 20 seconds,Architectural Digest,Entertainment,24,2023-05-17,16:00:16,1835,58223,38,19
5WH-PSs9hI8,Inside RuPaul’s Fabulous Beverly Hills Mansion | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-16,12:09:32,137574,4742234,5327,683
Zmx5nl9R4VI,Gwyneth Paltrow's kitchen is what dreams are made of,Architectural Digest,Entertainment,24,2023-05-15,16:01:06,10967,467342,317,50
TKCv4V8Kh6Y,Patrick Adams’ romantic surprise for Troian Bellisario is seriously cute,Architectural Digest,Entertainment,24,2023-05-12,16:00:12,2825,77015,23,21
Q06_t394WBE,Would These 5 Iconic Movie Bars Work in Real Life? | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-11,16:00:22,3041,117717,73,530
u0Frbp7hhio,Karen Gillan's Very Scottish Bar,Architectural Digest,Entertainment,24,2023-05-10,16:00:20,1597,42552,20,30
Q2t4P83EdcM,Inside A Nordic Sauna That Looks Like A Rock | Unique Spaces | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-09,16:00:22,4878,229643,161,759
U7NRNICflLQ,Troian Bellisario & Patrick J. Adams’s Eclectic Family Home In 20 Seconds,Architectural Digest,Entertainment,24,2023-05-08,16:00:06,1982,75011,12,21
q9j562soVGU,"""This is a wee Nebula"" Karen Gillan Is Seriously Impressed By Her Fans' Gifts",Architectural Digest,Entertainment,24,2023-05-05,16:00:12,2224,49786,14,28
Q2XMuwV5_8w,Renovating A New Orleans Home From The Civil War Era | Hidden Gems | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-04,16:00:10,7685,299813,205,1086
7TbbjqxFLTY,The Real World Inspiration Behind 'Star Wars',Architectural Digest,Entertainment,24,2023-05-03,16:00:18,1046,27341,21,52
f2HVUN0d4Jo,3 Interior Designers Transform The Same Kid’s Bedroom | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-05-02,16:00:02,6863,287478,630,1034
gY6ERK1dYzo,Karen Gillan's Cozy Cottage In 15 Seconds,Architectural Digest,Entertainment,24,2023-05-01,20:00:01,2037,52755,22,15
